哺乳類,アカネズミ
哺乳類,アゴヒゲアザラシ
哺乳類,アズマモグラ
哺乳類,アズミトガリネズミ
哺乳類,アナウサギ
哺乳類,アナグマ
哺乳類,アブラコウモリ
哺乳類,アマミノクロウサギ
哺乳類,アライグマ
哺乳類,イイズナ
哺乳類,イタチ
哺乳類,イノシシ
哺乳類,イリオモテヤマネコ
哺乳類,ウサギコウモリ
哺乳類,オオアシトガリネズミ
哺乳類,オオアブラコウモリ
哺乳類,オガサワラアブラコウモリ
哺乳類,オガサワラオオコウモリ
哺乳類,オキナワオオコウモリ
哺乳類,オキナワコキクガシラコウモリ
哺乳類,オキナワハツカネズミ
哺乳類,オコジョ
哺乳類,オットセイ
哺乳類,オナガジネズミ
哺乳類,オヒキコウモリ
哺乳類,オリイジネズミ
哺乳類,カグヤコウモリ
哺乳類,カグラコウモリ
哺乳類,カモシカ
哺乳類,カヤネズミ
哺乳類,カワウソ
哺乳類,カワネズミ
哺乳類,キクガシラコウモリ
哺乳類,キタリス
哺乳類,キツネ
哺乳類,キョン
哺乳類,クチバテングコウモリ
哺乳類,クビワオオコウモリ
哺乳類,クビワコウモリ
哺乳類,クマネズミ
哺乳類,クラカケアザラシ
哺乳類,クロアカコウモリ
哺乳類,クロテン
哺乳類,クロホオヒゲコウモリ
哺乳類,ケナガネズミ
哺乳類,コウベモグラ
哺乳類,コキクガシラコウモリ
哺乳類,コジネズミ
哺乳類,コテングコウモリ
哺乳類,コヤマコウモリ
哺乳類,ゴマフアザラシ
哺乳類,サドトガリネズミ
哺乳類,サドモグラ
哺乳類,シカ
哺乳類,シマリス
哺乳類,ジネズミ
哺乳類,ジャコウネズミ
哺乳類,ジャワマングース
哺乳類,スミスネズミ
哺乳類,セスジネズミ
哺乳類,センカクモグラ
哺乳類,ゼニガタアザラシ
哺乳類,タイリクモモンガ
哺乳類,タイリクヤチネズミ
哺乳類,タイワンザル
哺乳類,タイワンリス
哺乳類,タヌキ
哺乳類,チチブコウモリ
哺乳類,チビトガリネズミ
哺乳類,チョウセンイタチ
哺乳類,ツキノワグマ
哺乳類,ツキノワグマ・ヒグマ
哺乳類,テン
哺乳類,テングコウモリ
哺乳類,トガリネズミ
哺乳類,トゲネズミ
哺乳類,トド
哺乳類,ドブネズミ
哺乳類,ドーベントンコウモリ
哺乳類,ナキウサギ
哺乳類,ニホンカモシカ
哺乳類,ニホンザル
哺乳類,ニホンジカ
哺乳類,ニホンリス
哺乳類,ヌートリア
哺乳類,ノイヌ
哺乳類,ノウサギ
哺乳類,ノネコ
哺乳類,ノヤギ
哺乳類,ノレンコウモリ
哺乳類,ハクビシン
哺乳類,ハタネズミ
哺乳類,ハツカネズミ
哺乳類,ハントウアカネズミ
哺乳類,ヒグマ
哺乳類,ヒナコウモリ
哺乳類,ヒミズ
哺乳類,ヒメトガリネズミ
哺乳類,ヒメネズミ
哺乳類,ヒメヒミズ
哺乳類,ヒメホオヒゲコウモリ
哺乳類,ヒメホリカワコウモリ
哺乳類,ヒメヤチネズミ
哺乳類,ベンガルヤマネコ
哺乳類,ホオヒゲコウモリ
哺乳類,ホンドモモンガ
哺乳類,マングース
哺乳類,ミズラモグラ
哺乳類,ミンク
哺乳類,ムクゲネズミ
哺乳類,ムササビ
哺乳類,モモジロコウモリ
哺乳類,モリアブラコウモリ
哺乳類,ヤエヤマコキクガシラコウモリ
哺乳類,ヤチネズミ
哺乳類,ヤマコウモリ
哺乳類,ヤマネ
哺乳類,ユキウサギ
哺乳類,ユビナガコウモリ
哺乳類,ラッコ
哺乳類,リュウキュウユビナガコウモリ
哺乳類,ワモンアザラシ
貝類,アオミオカタニシ
貝類,アオモリマイマイ
貝類,アカマイマイ
貝類,アキヨシミジンツボ
貝類,アケボノマイマイ
貝類,アサリ
貝類,アシヒダナメクジ
貝類,アズキカワザンショウガイ
貝類,アズキガイ
貝類,アズマオトメマイマイ
貝類,アズマギセル
貝類,アズママルクチコギセル
貝類,アツクチハマシイノミガイ
貝類,アツブタガイ(亜種)
貝類,アツブタムシオイガイ
貝類,アツマイマイ
貝類,アナカタマイマイ
貝類,アナナシマイマイ
貝類,アニジマヤマキサゴ
貝類,アフリカマイマイ
貝類,アベギセル
貝類,アベゴマガイ
貝類,アポイマイマイ
貝類,アマノヤマタカマイマイ
貝類,アマミカワニナ
貝類,アマミノミギセル
貝類,アマミヤマタカマイマイ
貝類,アメイロギセル
貝類,アラナミギセル
貝類,アラハダノミギセル
貝類,アラハダヒロベソマイマイ(亜種)
貝類,アワキビ
貝類,アワギセル
貝類,アワクリイロベッコウ
貝類,アワシマケマイマイ
貝類,アワジウツミギセル
貝類,アワジオトメマイマイ
貝類,アワジギセル
貝類,アワマイマイ
貝類,アワムシオイガイ
貝類,イイジマギセル
貝類,イエジママイマイ
貝類,イオウジマノミガイ
貝類,イガイダマシ
貝類,イガガノコガイ
貝類,イキギセル
貝類,イグチモノアラガイ(亜種)
貝類,イケチョウガイ
貝類,イシカワギセル
貝類,イシガイ(亜種)
貝類,イシマキガイ
貝類,イシマキシロマイマイ
貝類,イズモマイマイ
貝類,イセキビ
貝類,イソシジミ
貝類,イッシキマイマイ(亜種)
貝類,イツマデガイ(亜種)
貝類,イトウケマイマイ
貝類,イトウムシオイガイ(亜種)
貝類,イトカケギセル
貝類,イトカケゴマガイ
貝類,イトカケノミギセル(亜種)
貝類,イトカケヘナタリガイ
貝類,イトカケマイマイ
貝類,イトヒキツムガタノミギセル
貝類,イトマキミジンヤマタニシ
貝類,イトマキヤマトガイ
貝類,イトマンマイマイ
貝類,イナズマカノコガイ
貝類,イナバマメタニシ
貝類,イノウエヤマトガイ
貝類,イブキゴマガイ(亜種)
貝類,イヘヤタメトモマイマイ
貝類,イヘヤマイマイ
貝類,イヘヤヤマタカマイマイ
貝類,イボアヤカワニナ
貝類,イボイボナメクジ
貝類,イボウミニナ
貝類,イボカワニナ
貝類,イヤヤマキビ
貝類,イヨギセル
貝類,イリエツボ
貝類,イリオモテコギセル
貝類,イロアセオトメマイマイ
貝類,イロタマキビガイ
貝類,イワテビロウドマイマイ
貝類,イワミマイマイ
貝類,インドヒラマキガイ
貝類,ウオズミゴマガイ
貝類,ウジグントウギセル
貝類,ウジグントウゴマガイ
貝類,ウジグントウマイマイ
貝類,ウスイロオカチグサガイ
貝類,ウスイロシタラガイ
貝類,ウスイロヘソカドガイ
貝類,ウスカワマイマイ
貝類,ウスグチベッコウ
貝類,ウスコミミガイ
貝類,ウスチャイロキセルガイモドキ
貝類,ウスベニギセル(亜種)
貝類,ウズラタマキビガイ
貝類,ウゼンゴマガイ
貝類,ウゼンシタラガイ
貝類,ウチマキノミギセル
貝類,ウツミギセル
貝類,ウニケマイマイ
貝類,ウネナシトマヤガイ
貝類,ウブギセル
貝類,ウミニナ
貝類,ウミマイマイ
貝類,ウメムラシタラガイ
貝類,ウラキヤマタカマイマイ
貝類,ウラシマミミガイ
貝類,ウラジロベッコウ
貝類,ウラジロヤマタカマイマイ
貝類,ウルシヌリハマシイノミガイ
貝類,ウロコケマイマイ(亜種)
貝類,ウロコビロウドマイマイ(亜種)
貝類,エイコベッコウ
貝類,エサキケマイマイ
貝類,エゾエンザ
貝類,エゾオカマメタニシ
貝類,エゾキビ
貝類,エゾコギセル
貝類,エゾゴマガイ
貝類,エゾドブシジミ
貝類,エゾナタネ
貝類,エゾヒメギセル
貝類,エゾヒメベッコウ
貝類,エゾマイマイ(亜種)
貝類,エゾマメタニシ
貝類,エゾミジンマイマイ
貝類,エダヒダノミギセル
貝類,エチゴマイマイ
貝類,エチゼンビロウドマイマイ
貝類,エドガワミズゴマツボ
貝類,エナクリイロベッコウ
貝類,エラブシュリマイマイ
貝類,エラブマイマイ
貝類,エリマキガイ
貝類,エルベリギセル
貝類,エンスイマイマイ
貝類,エンドウマイマイ
貝類,オウミガイ
貝類,オオイタシロギセル(亜種)
貝類,オオウエキビ
貝類,オオウエゴマガイ
貝類,オオウケマイマイ(亜種)
貝類,オオウスイロヘソカドガイ
貝類,オオウスビロウドマイマイ
貝類,オオウラカワニナ
貝類,オオオカチョウジガイ
貝類,オオカサキビ
貝類,オオカサマイマイ
貝類,オオキビガイ(亜種)
貝類,オオギセル
貝類,オオクラヒメベッコウ
貝類,オオクリイロカワザンショウガイ
貝類,オオケマイマイ(亜種)
貝類,オオコウラナメクジ
貝類,オオコハクガイ
貝類,オオコベルトゴマガイ
貝類,オオゴマガイ
貝類,オオシマアズキガイ(亜種)
貝類,オオシマキセルガイモドキ
貝類,オオシマギセル(亜種)
貝類,オオシマケマイマイ
貝類,オオシマゴマガイ
貝類,オオシマフリイデルマイマイ
貝類,オオシママイマイ(亜種)
貝類,オオシマムシオイガイ
