国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,キョン,Muntiacus reevesi,1,定着初期／限定分布,1,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,ノヤギ,Capra hircus,12,定着初期／限定分布,1234,5,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,タイワンリス,Callosiurus erythraecus,13,分布拡大期～まん延期,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,キタリス,Sciurus vulgaris,1,定着初期／限定分布,1,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,クマネズミ,Rattus rattus,12,分布拡大期～まん延期,1234,5,,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,哺乳類,ヌートリア,Myocastor coypus,13,分布拡大期～まん延期,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,鳥類,インドクジャク,Pavo cristatus,123,分布拡大期～まん延期,1234,5,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,鳥類,カナダガン,Branta canadensis,1,分布拡大期～まん延期,13,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,爬虫類,カミツキガメ,Chelydra serpentina,13,分布拡大期～まん延期,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,爬虫類,アカミミガメ,Trachemys scripta,1,分布拡大期～まん延期,1,5,*,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,爬虫類,グリーンアノール,Anolis carolinensis,12,小笠原・南西諸島,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,爬虫類,タイワンスジオ,Elaphe taeniura friesei,1,小笠原・南西諸島,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,爬虫類,タイワンハブ,Protobothrops mucrosquamatus,13,小笠原・南西諸島,1234,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,両生類,オオヒキガエル,Bufo marinus (Rhinella marina),12,小笠原・南西諸島,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,魚類,アメリカナマズ,Ictalurus punctatus,1,分布拡大期～まん延期,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,魚類,ブルーギル,Lepomis macrochirus,12,分布拡大期～まん延期,1234,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,魚類,コクチバス,Micropterus dolomieu,1,分布拡大期～まん延期,123,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,魚類,オオクチバス,Micropterus salmoides,12,分布拡大期～まん延期,1234,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,昆虫類,アルゼンチンアリ,Linepithema humile,13,分布拡大期～まん延期,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,昆虫類,アカカミアリ,Solenopsis geminata,13,定着初期／限定分布,124,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,昆虫類,ツマアカスズメバチ,Vespa velutina,13,定着初期／限定分布,14,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,陸生節足動物,ハイイロゴケグモ,Latrodectus geometricus,3,分布拡大期～まん延期,4,5,特定外来,
国外由来の外来種,総合的に対策が必要な外来種（総合対策外来種）,緊急対策外来種,陸生節足動物,セアカゴケグモ,Latrodectus hasseltii,3,分布拡大期～まん延期,4,5,特定外来,
