タイワンリス,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
タヌキ,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0
チチブコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
チビトガリネズミ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
チョウセンイタチ,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ツキノワグマ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ツキノワグマ・ヒグマ,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
テン,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
テングコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
トガリネズミ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
トゲネズミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
トド,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ドブネズミ,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
ドーベントンコウモリ,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
ナキウサギ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ニホンカモシカ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ニホンザル,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ニホンジカ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ニホンリス,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヌートリア,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ノイヌ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ノウサギ,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
ノネコ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ノヤギ,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
ノレンコウモリ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ハクビシン,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0
ハタネズミ,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ハツカネズミ,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
ハントウアカネズミ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ヒグマ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヒナコウモリ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ヒミズ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ヒメトガリネズミ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ヒメネズミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヒメヒミズ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ヒメホオヒゲコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヒメホリカワコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヒメヤチネズミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ベンガルヤマネコ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ホオヒゲコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ホンドモモンガ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マングース,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ミズラモグラ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミンク,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ムクゲネズミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ムササビ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
モモジロコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
モリアブラコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヤエヤマコキクガシラコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヤチネズミ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ヤマコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ヤマネ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ユキウサギ,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
ユビナガコウモリ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ラッコ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
リュウキュウユビナガコウモリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ワモンアザラシ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
