ヌマムツ,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ネコギギ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハクレン,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ハス,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ハナカジカ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ハリヨ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
バラタナゴ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ヒイラギ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒガイ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ヒナハゼ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒメハゼ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒメマス（ベニザケ）,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ヒラ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヒラスズキ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ビリンゴ,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ビワコオオナマズ,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ビワヒガイ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ビワマス,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
フクドジョウ,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
フナ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
ブラウントラウト,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ブルーギル,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ペヘレイ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ホトケドジョウ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ホンモロコ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ボウズハゼ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ボラ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
マスノスケ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マハゼ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
マルタ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ミミズハゼ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ミヤベイワナ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ムギツク,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ムサシトミヨ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
メダカ,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
メナダ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
モツゴ,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ヤエヤマノコギリハゼ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ヤチウグイ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤツメウナギ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマトイワナ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマトシマドジョウ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤマメ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ヤリタナゴ,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ユウフツヤツメ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ユゴイ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ヨシノボリ,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ライギョ,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ルリヨシノボリ,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
ロウニンアジ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ワカサギ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ワタカ,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
回遊型カジカ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
無斑型ヤマメ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
降海型イトヨ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
陸封型イトヨ,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
陸封型カジカ＝カジカ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
