マツバゼリ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
マツバボタン,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
マツブサ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マツモ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
マツモ（広義）,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
マツモ（狭義）,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
マツヨイグサ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マテバシイ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マネキグサ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ママコナ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ママコノシリヌグイ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
マムシグサ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マムシグサ（広義）,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マメアサガオ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
マメカミツレ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
マメガキ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
マメグミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マメグンバイナズナ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
マメダオシ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マメヅタ,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マメ科,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
マユミ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マリーゴールド,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
マルスグリ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マルバアオダモ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバアカザ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルバアキグミ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
マルバアサガオ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
マルバアメリカアサガオ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
マルバウツギ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバグミ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルバコンロンソウ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバゴマギ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
マルバサンキライ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
マルバシャリンバイ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
マルバスミレ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
マルバツユクサ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
マルバトゲチシャ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
マルバヌスビトハギ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
マルバノキ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
マルバノホロシ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバノリクラアザミ,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
マルバハギ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
マルバハッカ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
マルバフユイチゴ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバベニシダ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバマンサク,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
マルバマンネングサ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マルバヤナギ,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
マルバヤハズソウ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
マルバヤブマオ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マルバルコウ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
マルバルコウソウ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
マルミノヤマゴボウ,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
マンゴクドジョウツナギ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
マンサク,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
マンテマ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
マンネンスギ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
マンリョウ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミカエリソウ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミカヅキグサ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ミサキカグマ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミジンコウキクサ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ミスジナガハグサ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ミズ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ミズオオバコ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ミズオトギリ,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミズガヤツリ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ミズキ,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズギク,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ミズギグ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ミズギボウシ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミズコナラ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズゴケ,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
ミズスギ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ミズタガラシ,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
ミズタネツケバナ,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ミズタビラコ,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズタマソウ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズトラノオ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミズナラ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズハコベ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ミズハナビ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ミズバショウ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ミズヒキ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ミズヒマワリ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ミズマツバ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ミズメ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミズユキノシタ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミズワラビ,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ミソナオシ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
ミソハギ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
ミゾイチゴツナギ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ミゾカクシ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
ミゾシダ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミゾソバ,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ミゾハコベ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ミゾホオズキ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミタケスゲ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミチタネツケバナ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ミチノクエンゴサク,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ミチノクナシ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ミチバタガラシ,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
ミチバタナデシコ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ミチヤナギ,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
ミツイシイノデ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミツガシワ,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
ミツデウラボシ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ミツデカエデ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミツバ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ミツバアケビ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミツバウツギ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミツバオウレン,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
ミツバサワヒヨドリ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ミツバツチグリ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ミツバツツジ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミツバフウロ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミツバベンケイソウ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミツマタ,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ミツモトソウ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミドリカナワラビ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミドリハカタカラクサ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ミドリハコベ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ミドリヒメワラビ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミドリベニシダ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ミネカエデ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミノゴメ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ミノボロ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ミノボロスゲ,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ミノボロモドキ,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
ミミカキグサ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ミミズバイ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミミナグサ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ミヤギノハギ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤコアオイ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤコイヌワラビ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤコイバラ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ミヤコオトギリ,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤコグサ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ミヤコザサ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤコヤブソテツ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤマアオダモ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤマアブラススキ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤマイタチシダ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤマイヌノハナヒゲ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
ミヤマイボタ,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
ミヤマイラクサ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤマウグイスカグラ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤマウズラ,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤマカタバミ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ミヤマカワラハンノキ,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
