E0000001,哺乳類,0740029,0050,トガリネズミ,654245,7910
E0000001,哺乳類,0740029,0070,オオアシトガリネズミ,654245,7910
E0000001,哺乳類,0740029,0640,イタチ,654245,7910
E0000001,哺乳類,0740029,0950,シマリス,654245,7910
E0000001,哺乳類,0740029,0990,タイリクヤチネズミ,654245,7910
E0000001,哺乳類,0740029,1000,ムクゲネズミ,654245,7910
E0000001,哺乳類,0740029,1010,ヒメヤチネズミ,654245,7910
E0000001,哺乳類,0740029,1090,アカネズミ,654245,7910
E0000001,哺乳類,0740029,1100,ヒメネズミ,654245,7910
E0000002,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8107
E0000002,哺乳類,0740029,0990,タイリクヤチネズミ,664500,8107
E0000002,哺乳類,0740029,1010,ヒメヤチネズミ,664500,8107
E0000002,哺乳類,0740029,1090,アカネズミ,664500,8107
E0000002,哺乳類,0740029,1100,ヒメネズミ,664500,8107
E0000003,哺乳類,0740029,0050,トガリネズミ,664500,8207
E0000003,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8207
E0000003,哺乳類,0740029,0990,タイリクヤチネズミ,664500,8207
E0000003,哺乳類,0740029,1010,ヒメヤチネズミ,664500,8207
E0000003,哺乳類,0740029,1090,アカネズミ,664500,8207
E0000003,哺乳類,0740029,1100,ヒメネズミ,664500,8207
E0000004,哺乳類,0740029,0050,トガリネズミ,664500,8209
E0000004,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8209
E0000004,哺乳類,0740029,0990,タイリクヤチネズミ,664500,8209
E0000004,哺乳類,0740029,1010,ヒメヤチネズミ,664500,8209
E0000004,哺乳類,0740029,1090,アカネズミ,664500,8209
E0000004,哺乳類,0740029,1100,ヒメネズミ,664500,8209
E0000004,哺乳類,0740029,1120,ドブネズミ,664500,8209
E0000005,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8209
E0000005,哺乳類,0740029,0950,シマリス,664500,8209
E0000005,哺乳類,0740029,0990,タイリクヤチネズミ,664500,8209
E0000005,哺乳類,0740029,1010,ヒメヤチネズミ,664500,8209
E0000005,哺乳類,0740029,1090,アカネズミ,664500,8209
E0000005,哺乳類,0740029,1100,ヒメネズミ,664500,8209
E0000006,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8207
E0000006,哺乳類,0740029,0990,タイリクヤチネズミ,664500,8207
E0000006,哺乳類,0740029,1010,ヒメヤチネズミ,664500,8207
E0000006,哺乳類,0740029,1090,アカネズミ,664500,8207
E0000006,哺乳類,0740029,1100,ヒメネズミ,664500,8207
E0000007,哺乳類,0740029,0070,オオアシトガリネズミ,664500,8107
