E0000001,昆虫（甲虫）,0090043,0410,ノコギリクワガタ,503324,8407
E0000002,昆虫（甲虫）,0090043,0500,コクワガタ,503324,8407
E0000003,昆虫（甲虫）,0090043,0100,ハンミョウ,503325,8410
E0000004,昆虫（甲虫）,0090043,0100,ハンミョウ,503325,8410
E0000005,昆虫（甲虫）,0090009,0041,ニワハンミョウ,604104,8407
E0000007,昆虫（甲虫）,0090009,0041,ニワハンミョウ,594110,8208
E0000008,昆虫（甲虫）,0090009,0041,ニワハンミョウ,594146,8407
E0000008,昆虫（甲虫）,0090009,0510,スジクワガタ,594146,8407
E0000009,昆虫（甲虫）,0090009,0380,オニクワガタ,594146,8308
E0000010,昆虫（甲虫）,0090009,0240,ツヤハダクワガタ,594132,8304
E0000011,昆虫（甲虫）,0090009,0240,ツヤハダクワガタ,594164,8105
E0000012,昆虫（甲虫）,0090009,0240,ツヤハダクワガタ,574055,8110
E0000012,昆虫（甲虫）,0090009,0310,ルリクワガタ,574055,8110
E0000013,昆虫（甲虫）,0090009,0240,ツヤハダクワガタ,594136,8308
E0000013,昆虫（甲虫）,0090009,0510,スジクワガタ,594136,8308
E0000013,昆虫（甲虫）,0090009,0530,アカアシクワガタ,594136,8308
E0000014,昆虫（甲虫）,0090009,0350,ミヤマクワガタ,574055,8306
E0000014,昆虫（甲虫）,0090009,0380,オニクワガタ,574055,8306
E0000014,昆虫（甲虫）,0090009,0530,アカアシクワガタ,574055,8306
E0000015,昆虫（甲虫）,0090009,0041,ニワハンミョウ,574016,8305
E0000015,昆虫（甲虫）,0090009,0350,ミヤマクワガタ,574016,8305
E0000015,昆虫（甲虫）,0090009,0410,ノコギリクワガタ,574016,8305
E0000015,昆虫（甲虫）,0090009,0500,コクワガタ,574016,8305
E0000016,昆虫（甲虫）,0090009,0500,コクワガタ,574016,8012
E0000017,昆虫（甲虫）,0090009,0170,コハンミョウ,574016,8108
E0000017,昆虫（甲虫）,0090009,0510,スジクワガタ,574016,8108
E0000018,昆虫（甲虫）,0090009,0350,ミヤマクワガタ,574036,8008
E0000018,昆虫（甲虫）,0090009,0410,ノコギリクワガタ,574036,8008
E0000019,昆虫（甲虫）,0090009,0110,マガタマハンミョウ,584036,8408
E0000019,昆虫（甲虫）,0090009,0520,ヒメオオクワガタ,584036,8408
E0000020,昆虫（甲虫）,0090009,0041,ニワハンミョウ,564066,8406
E0000020,昆虫（甲虫）,0090009,0500,コクワガタ,564066,8406
E0000021,昆虫（甲虫）,0090009,0041,ニワハンミョウ,574077,8407
E0000022,昆虫（甲虫）,0090009,0041,ニワハンミョウ,574035,8307
E0000023,昆虫（甲虫）,0090009,0100,ハンミョウ,574036,8008
E0000024,昆虫（甲虫）,0090009,0100,ハンミョウ,574026,8408
E0000025,昆虫（甲虫）,0090009,0070,コニワハンミョウ,574005,8309
E0000026,昆虫（甲虫）,0090009,0350,ミヤマクワガタ,574140,8208
E0000026,昆虫（甲虫）,0090009,0410,ノコギリクワガタ,574140,8208
E0000026,昆虫（甲虫）,0090009,0500,コクワガタ,574140,8208
E0000027,昆虫（甲虫）,0090009,0500,コクワガタ,574016,8405
E0000027,昆虫（甲虫）,0090009,0510,スジクワガタ,574016,8405
E0000028,昆虫（甲虫）,0090009,0041,ニワハンミョウ,584001,8005
E0000028,昆虫（甲虫）,0090009,0100,ハンミョウ,584001,8005
E0000029,昆虫（甲虫）,0090009,0060,ミヤマハンミョウ,564051,8005
E0000029,昆虫（甲虫）,0090009,0240,ツヤハダクワガタ,564051,8005
E0000029,昆虫（甲虫）,0090009,0380,オニクワガタ,564051,8005
E0000030,昆虫（甲虫）,0090009,0060,ミヤマハンミョウ,564051,8108
E0000030,昆虫（甲虫）,0090009,0350,ミヤマクワガタ,564051,8108
E0000030,昆虫（甲虫）,0090009,0380,オニクワガタ,564051,8108
E0000031,昆虫（甲虫）,0090009,0070,コニワハンミョウ,583906,8310
